tid,text
925944580763086848,love you despite the huge age gap thanks for putting up with my asthma attacks and thanks for inducing them sometimes
924473486223003649,"@Chosen01games negative, just asthma + caught pneumonia"
924674531083673601,Only @Loren_niccole can make me laugh to the point where I need to borrow her inhaler even tho i dont have asthma
927222824602865674,Editor's choice: increasing prevalence of asthma - free for view in November: https://t.co/PlWpdEZKJs https://t.co/Khw6qO3N1d
923747390556864518,Im literally having an asthma attack #killingmeoutnow
922872055279824896,"2/2 and having internal arguments with my immune system for letting the defences down, so the germs roam free causing chaos. Add asthma too."
927631414346027009,"Binks follow-up &amp; he needs more steroids :-( (@ Pediatric Associates Of Homestead in Homestead, FL) https://t.co/M3wlbV1zpM"
923868716634394629,RT @NHSngccg: 185 people are admitted to hospital because of asthma attacks every day-listen to your GP-get a flu jab-do #JabDab 
927616458816880641,@ScHoolboyQ release your verse to pneumonia
926539594446917632,Obese children may have more asthma complications via @Reuters https://t.co/0CsdlRGAVM
927627059131797504,Va @MDLinx: Fish consumption and preventing childhood asthma https://t.co/ZQmX3AhZI5 #pulmonology #pediatrics https://t.co/29YoTlmN4z
927055686604939268,"Do you ever get shock and intermittent bronchodilation?
Call now to learn about Kogerine!
Side effects include: Chronic bronchodilation"
926319927346286592,i'm stressed. i'm scared. but i know someone who had similar symptoms to mine as of now and they were told they had asthma so i man up
925662518323924992,AstraZeneca asthma drug tralokinumab disappoints again https://t.co/0M4spn1kVq https://t.co/yoTuO8FQkJ
926981871040212992,"RT @BigPert_MUFC: Like being told you have AIDS &amp; BTW you have pneumonia as well!
#Moyes #WestHam #PhilNeville https://t.co/fkEIbIV2e2"
927032680834887681,weezing nova Soctihan dolphin admires jerry seinfeld saying nigger on stage
926877985960898561,Anabolic androgenic steroids may be associated with early coronary artery disease https://t.co/EPzX8E4eIJ
922872398013173761,@h0useffigs She was wheezing and coughing up mucus but thankfully she just has allergies/asthma! No infection  I was really worried though
926171883464200192,"Are puppies the latest allergy treatment? Recent studies show protective effects against eczema, asthma https://t.co/jXkLj3JjMm"
925801214423511040,Its hard to look hot and intimidating when you have asthma and cant breathe normally when you walk
927536844585230336,Looks like I have a sinus infection and ear infection!!!! OFF TO THE DOCTORS I GO TO TRY TO HEAL IN FOUR DAYS
927313548237209605,One month left in the semester with no major colds. Today: gets thrown up on by my nephew who has pneumonia https://t.co/rWoXrxVJ3B
924492586114527233,I have asthma
927073486555803648,"Ok, yeah it's full on pneumonia at this point. Any and all breathing is snap crackle popping, and the fever is... https://t.co/nxPHqMAJFL"
927606851872665606,@flyftrs102 @larryelder What I know is you said black protestors  know not why they protest .  Condescension on steroids .
926074952796725248,AZ experimental asthma drug fails in Phase III https://t.co/XQ2L1zH09I
927187192543371264,Someone tell me wtf is good for my sinus bc allergies still here and my nose is like pulsing in pain
925908084366761985,@ThotDoggyWater I have severe asthma so Ill probably die if I smoke tbh
927191875567616001,"I'm now 99% sure this isnt a sinus infection and is bronchitis instead. Well, fuck."
922985599916576775,my egg allergy test came back negative and I might have some vocal dysfunction thing that has the same symptoms as allergies/asthma :/
926687113554350080,"""I'm about to be piss if you get a asthma attack.."" wellll I guess I won't have one today"
926944830227279872,Are you aware what to do whenever your child comes with an asthma attack? - Better Health and Nutrition Is Our Motto https://t.co/7FjEptecOG
926497974653472769,@dollastic I've had allot of helth problems still do but not as bad I've been having asthma  problems and it's been years though
926131528194719744,Obese children may have more asthma complications https://t.co/HUkcf67f7a
927623572310327296,The delightful feeling of having blown your eardrums out thanks to a sinus infection.
924427538759389184,"I had asthma as a kid and worked in tobacco for years so growing up I was very opposed to smokers but uh, as a wage laborer?

 I get it now!"
927154859681505280,Wow I think I have another sinus infection 
927232291713179648,Since when did Down's Syndrome kids begin taking steroids and threatening people's lives. What a fucking joke of a family. #MickeyMouse
924758176104374275,Stop weezing and coughing after 7 weeks...spend the day in a hospital and its all started again 
925518296442585088,RT @MariaBOspina: 2-3 servings of fish a week during pregnancy prevents childhood asthma just as much as fish oil supplements https://t.co/
927503957924204545,"Just wish I could do away with the steroids too, as theyre causing awful weight gain, which in turn is harming my mental health"
927657322125684737,I can feel a sinus infection coming on #tistheseason
926106117922611200,"RT @mdneuman: E Israel @BrighamWomens on PREPARE asthma RCT at #PCORI2017 design considerations: ""Real life vs real life"""
927138228171345921,@0ricky19 @GoToIrelandCA  Fine morning for a dander #Greencastle #CooleyMountains https://t.co/2tLCXhml2c
927644333519581184,"There may be hope yet for the post nasal sinus drainage I have had since May. The CT scan clearly shows the mucus too, which is good."
924943961764003841,@joytozaki I have asthma and i'm breathing perfectly fine
922862830059220992,Happening Now! @PaAsthma members statewide gather in Harrisburg- working together to reduce the burden of asthma th https://t.co/pGYICBk5g9
926547926515617792,and the ASTHMA thing like this isnt about your life-threatening asthma this is about birth control not asthma????
926674597038006272,"@thehill @maddow Oh yes, it is too clean! Childhood asthma cases too low, lets get them back up."
927019220772237313,i love waking up in the middle of the night having an asthma attack
925708051625242625,"""AstraZeneca shrugs off asthma drug setback as blood cancer medicine wins US approval"" https://t.co/jj5V88CpWu #realestate"
926385942272921600,Effect of whey protein to modulate immune response in children with atopic asthma https://t.co/E3HALJ6Sad
926458697022259203,72. May asthma
927674220901031936,"smells like flu, sinus and mosquitos https://t.co/Z5PzLBuoAx"
926514468040970242,I had an asthma talk once. Can I give an exclusive too? https://t.co/ygJCRyvxIP
927201228664303617,RT @danybdamned: it's like a sprinting on steroids writing wizardry https://t.co/SOpfGXr8dq
925361887579115520,Australian study finds 39% of asthma patients only use reliever Rx - 1 in 4 need urgent medical treatment each year https://t.co/g6i70xOhKl
926341870900404224,RT @PassivhausPlus: Study shows mould in bedrooms causes asthma in young children https://t.co/ttBANfAdnY
926576460009213953,RT @Dodgingsuicide: For years I thought I was a fantastic lover then discovered my wife had asthma
927364485849010177,"I'm still in sinus hell, so game tweeting will again be light tonight, but I will watch all 48"
927240483436449792,Think a sinus headache  is coming
927276943376109569,My asthma been blowing me for three damn days smh.
926788521855209472,This stuff is perfect now that pneumonia has me half dead here https://t.co/NuXBL5ZU5J
926307844726517761,"my asthma has been so bad lately, i cant fucking breATHE"
925458144058372097,Asthma Death Rate Falling in U.S. (CME/CE) (MedPage Today) -- Change over time driven by fewer asthma deaths among https://t.co/1Zt51Gyu9M
926987337636003840,RT @LesterAnxiety: Update: I am back home and okay!!! My asthma is back to normal and I should be good to go @ThomasSanders https://t.co/J
926515444667879425,@LuckieRae @bing Can you leave my Btec asthma eczema out of this fanks xxxx
926557886951673857,"@AMAs @BTS_twt Congrats, you guys make my asthma worse but I still love you guys!!!"
926805672704004097,"@RuthePhoenix Or pneumonia to kill me, IDGAF."
926130609919053824,Obese children may have more asthma complications https://t.co/vcnzgO0pb8
926116572309069824,High key done with my asthma  https://t.co/nTT45yIqg6
927636438396518401,Yay @ my asthma deciding to kick in rn.
927129990944231426,"Playing catchup on #NaNoWriMo after missing two days due to sinus headache. 1500 words in so far today, only need 3500 to catch up. "
924458345767022597,"@ActualEPAFacts Nothing new. We do that without cremation all the time in hospitals. ""Died from asthma attack"" reda https://t.co/leiJ0PSrpe"
926242275637596160,South Africa has worlds fourth highest asthma death rate | https://t.co/wqsueQoW2h
927268558576521216,Sam maloney has a big nose cause he injects steroids into it
924730034170073093,"Results from Dr Sheik's study on Race's impact on QOL in asthma patients when guidelines are followed 
#CHEST2017 https://t.co/NCgQf83zKY"
925739987395645440,@bmorehabc launches program targeting pest infestations known 2 cause asthma exacerbations. Housing &amp; health &gt; ine https://t.co/a226hmgTeA
925332841176752129,If you have asthma its time for yr free flu jab to help #StayWellThisWinter. Many pharmacies offer convenient weekend/evening appointments
926477476242403328,"( mentally tortured, internal screaming and a sudden asthma ) https://t.co/5pxWqxmBCd"
926845604520710146,"@JRXXDN @JonnyBones 
This fuckin dude gets caught out there using steroids and now all of a sudden he turns into https://t.co/DGWLT2agAG"
927225678323429376,@FoxNews @jasoninthehouse @HillaryClinton She had pneumonia!!!I had pneumonia last winter and didn't miss a DAY of https://t.co/ZhmiJvdqZd
926993235167318016,RT @chioseasi: This is how thin normal frontal sinus mucosa is #entpath #pathology https://t.co/1RednjvjYn
926705349893263360,Why do I enjoy sneezing
925825868072566784,AstraZeneca asthma drug tralokinumab disappoints again.. https://t.co/tNR3O4NlX3
927224608666865665,"""@sanele_mkhizeh: #UyingcweleChallenge still on! Sicelo on steroids with this rendition  https://t.co/1uqP4p90v1""ok ok"
925574688482271233,Between allergies and asthma 
925002220051009536,"Dogs may lower risk of childhood eczema, reduce asthma symptoms https://t.co/6FuE9HYhpR"
925655191659016192,AstraZeneca asthma drug tralokinumab disappoints again https://t.co/J6X79cpuHz https://t.co/cWU5l2eKq4
926866547976687617,Lately I've been burping and sneezing at the same time. Is that OK???
926662142367019008,my asthma acting up.
926982461942251521,i either have bronchitis or pneumonia but my girl still kisses me on the lips she is too good to me im crying
924878574049308674,"RT @LizzyCrone: @COPD_research Diagnosis was asthma for years,now it seems too late.Too #ShortOfBreath to take any exercise let alo "
926614825043623936,"@DatSquigHerder I mistyped, but what I said holds true. Smoking more likely to cause asthma than heal it lol."
925707740613185539,"me: i'm having an asthma attack
laura: good"
925378924099579905,Wants to fight AJ but can't even walk down the canal without needing a pissing asthma pump Christ there have an hou https://t.co/84E8HRAnqv
927533592154136576,@WONW1280 DB would have tossed out FDR and JFK? HRC battles pneumonia and Donna Brazile thinks about replacing her! https://t.co/t8Fc8vpcAI
925452641156632576,"""Studies show that people with asthma and allergy problems have seen symptoms improve with carpet.""

Learn more: https://t.co/evLgUmBoQc"
922919072844488704,"The dangers of undiagnosed asthma
Undiagnosed and untreated asthma can get worse over time and in extreme cases lea https://t.co/RSZNOnadmm"
924362118228361216,"RT @makshaye15: ""I love making you moan.""

First of all, I have asthma I couldn't breathe"
924714415483686913,When u suddenly have trouble breathing and u cant figure out if its bc of the anxiety or the asthma
926610087765934080,im weezing https://t.co/fZuX3ULzeF
927117312913756161,How TF does my asthma just randomly come back like this?! Oh man... this is not good. 
926271968323751936,@intoshavana @NormaniKGrande @Asian_Girly_Gal @rexhar4life @KatysLLover @PopCrave She has asthma
927532053842878464,RT @Woah_Randy: @WhoaDere_Semaj Her pussy gonna catch pneumonia
925522916850122752,last quote just triggered my asthma agtack again
926305412386836480,"@EmilyEggbert believes that because her asthma isn't fully covered, then birth control shouldn't be either. It does https://t.co/0a3wg7vfIE"
925229650774671366,"lol what did you watch that got you having an asthma attack, and gave you nightmares and caused blindness it sounds https://t.co/Rh6PE0Soja"
924806898255384576,@SJWcompliant @TWKftw @bestindabiz51 Oh ya the guy selling smokes saying he had asthma and was begging for air not https://t.co/sBqWwsGTEv
926201162193399808,"I need to go to the hospital, my asthma is terrblie hahahaha"
927303683594948610,my sinus kicking my ass .
927389868174475264,so is everyone getting a cheeky bout of pneumonia this winter x
925419976760201217,Its one thing getting a cold but its another when my asthma kicks in and I legit feel like Im being suffocated.
927283599790964741,Legalize helmet to helmet hits and steroids in the NFL #salutetoservice
924657476481552385,I've been getting a lot of asthma lately. 
924730392342663169,"RT @pretzelcrumbs: How u have an asthma attack?
Like...just breathe lol https://t.co/m4Coy6yBkI"
927541304543739905,It's asthma fgs  https://t.co/RoIDsyzf00
925885752466124800,I cant even get drunk cuz asthma
922846148573958146,185 people are admitted to hospital because of asthma attacks every day. Have you got asthma and not had your https://t.co/Pn7SBtSYl0
927001609133084672,@angiecthomas Flying with a sinus infection is so painful. That happened to me last year on the way back from Portl https://t.co/wPCHyLR17w
927280986668269568,Starting to get a headache and I have no idea if its a migraine or a sinus one...my symptoms are all over the place 
924332255316647936,If he doesnt make your asthma act up then he aint the one
922959680284053505,Where do allergens and asthma triggers lurk in your kitchen? Improve #indoorair quality: https://t.co/uOxYAC8A51 No https://t.co/7E3adYH6MY
927216167386742784,RT @BasketOfAwesome: @RealityCHEQD @mitchellreports So because she was sick and openly admitted she had pneumonia that makes the crazy R 
925359752531472385,"asthma attack , again."
923929198229639168,RT @SweetBri_NoIce: I Wanna be a fire fighter but I got asthma 
927060014962966528,"@Dr_Abbas014 Went for asthma problem 
He started taking viva of respiratory system physiology"
927415979386093568,I really enjoy sitting in my room by myself watching vines and dying of an asthma attack from laughing so hard
926330774063902720,It's worth remembering that literally every single grain of pollen falls.
926032366270861312,Studies hqve shown childrenswith asthma are especially vulnerable to ozone
926023983056805888,@smcca8421 @Orientpics He had nervous asthma
927527709395312641,"I can't function this morning, I've been sneezing every 3 seconds for like an hour and a half now wtf I can't even eat"
925891390189522949,"RT @DanyAllstar15: Yeah, lit up a cig in Subway and some kid was like hey I have asthma and I'm like guy I float in the neutral zone for ca"
924510838190411777,This heater so hot it feel like I'm having an asthma attack 
925347388549750784,it's halloween and i'm about to get an allergy and asthma test. scariest shit i've done lately
925720482351005696,asthma please not now.
926762597659000832,"Just realised I haven't properly tweeted in a while. It's been a busy week of finishing Tank, covering ModMag17, and having asthma attacks"
925655191168286720,AstraZeneca asthma drug tralokinumab disappoints again https://t.co/oGfNda4auS https://t.co/3TYJGvNLeJ
926940046753718272,"@ChloeInCurve Depends,  diabetic, thyroid, cancer and few others are free.Heart conditions and asthma are not. Weir https://t.co/F0stWsoZae"
927682519406972930,"Toboxyate lowers sinus pressure. Children may experience inflamed heart failure, night terrors, and paranoid dismemberment."
925118369107513346,@imstillkat @m_weber16 @ClintSmithIII He was trying to breath. He had asthma and was being choked. He wasn't sellin https://t.co/06KUNlfdMs
925676118333710336,Recovering AstraZeneca shrugs off blow to asthma drug with cancer lift  https://t.co/WNTfrTjuJy
925532976959688704,@Domsterrrr I thought yall had asthma 
927519704876535808,"ive had 3 sinus infections in the last month &amp; a half, i am so fucking tired of not being able to breathe"
927297291370844160,@dachimus_prime Sooo ull drink lean but wont take steroids ok dachi
924985051821101056,PLUS Excessive use of common meds and lack of knowledge of asthma triggers. https://t.co/rAkM1s4jyp
927221536158834688,the entire floor of this lib is empty this girl has pneumonia and she decides to sit next to me man wh*te people stay giving me taqleef
927248118294364160,"@mitchellreports She had pneumonia for crying out loud, where does Brazile get off?"
922931630368534528,I just love this electric bus because they are pollution free. Those with asthma &amp; env. sensitives are happy! https://t.co/1iUMamJsex
926396039522906112,i just want to get choked so my asthma could get triggered eventually leading to my death
925813190553997314,Baby girl is way better and VERY hyper!!! I wish I could take her asthma away !!!
924831266347692032,"RT @kabir_eddie: I still rmb going to the E.R. with an asthma attack, the doctor on duty put the stethoscope to my chest and literally went"
927216311570112512,@TheRippedBodice I haz kitty jealousy now. My asthma doesnt miss kitties but I do.
926821193818152962,"Not even a fever, man. Just a sinus infection turned absolutely fucked. https://t.co/b7S3dipiUw"
926661314294042626,"I like to say Im wheezing when I tag my friends in a really funny meme, but 90% of the time Im actually wheezing bc I have asthma.  "
925344292775763971,asthma / perverse / capsize / fret / predicate / wee hours / small hours / once-in-a-lifetime /
927087787140157441,My daughter was premature and iliadin was literally the difference between life and death. Prevented pneumonia https://t.co/xIdsIPpGVt
927257648214560769,"This Pet Seat Cover is great at keeping dirt, hair, spills and dander OFF  of your seats while traveling 

Shop  https://t.co/znXgiYVk1f"
927601862735421441,@ameschright VCA laurelhurst was lovely and took her asthma so much more seriously. I feel less like the worst cat carer
926146114214092802,OK @MetrolandMedia &amp; @hudsonsbay Medication working - asthma attack from fragrance sample in ad bag has subsided...
925196384835395584,RT @Coulter_EmoryGT: .@EmoryMedicine researcher and Coulter awardee pitching their new asthma therapeutic #GaBioSummit @Georgia_Bio 
926887843342860288,New post (Anabolic androgenic steroids may be associated with early coronary artery ...) has been published on  - https://t.co/ZpXDllQF17
927379880433541122,As we saw earlier this year in Melbourne thunderstorm asthma has significant impact and shows the link between https://t.co/CHUL5fOHUR
925019286489444355,I want to go back to pushing my self so hard on the treadmil that tears would flow. But this asthma be killin me dese days.
927326162036047872,.@TheBreeMae has Vogmasks to distribute for asthma sufferers - READ AND HELP! https://t.co/4nlMV1aSMq #SocialJusticeOClock
925182609600237568,This weather is killing me I can feel my asthma activating
927516926712205313,Could sputum color help to assess for the presence of neutrophilic inflammation in asthma?BMJ Open Respiratory... https://t.co/IvkMlXBWfY
926845152609685505,"#PrecautionsAgainstSmog
 If you suffer from asthma, exposure to high levels of ozone from smog can trigger asthma attacks."
926963456812699649,"Hate how my asthma is so bad now that every breath I take is so hard on my lungs, feels like I slowly dying inside! "
925510903180812288,Having an asthma attack right now after blowing up some chemically smelling Halloween balloons with a weird powdery residue on them ... 
923885895178076163,Very few kids with vertebral artery dissections have asthma or even respirations at all. https://t.co/S85ttYjS2v
925779974019194880,Someone in the UK suffers an asthma attack every ten seconds. Would you know what to do to help? https://t.co/FSKGvGcR5h
923895955975561216,This child brought my asthma back. I aint had a problem with my asthma since i was a preteen 
923240580251049985,im pretty sure im going to have an asthma attack but im okay ty https://t.co/Yuorcul38g
926044995806736384,Study shows that Vitamin D supplements protect against severe asthma attacks: https://t.co/1tNT5gsdQY
927530795819991040,The bus drivers lavender perfume was so strong it nearly gave Ophelia an asthma attack even though she didnt have asthma. #musemon
927307003952742402,GSP looked good for not being on steroids
924427368437112832,I had 2 of the worst asthma attacks I've ever had last night. Smh
926766647465119744,"RT @nresearchnews: The genetics of wheezing, itching and sneezing @NatureGenet https://t.co/A0r4V8J5St https://t.co/iKCLkTtvby"
926971885128007680,@RealSubtweeto Do you use a sinus rinse?
923751892915752960,JEEEEEZ WTF. my nephew gone come out with asthma or some shit man idek what the effects are
927021969207373824,@MomoChoconyan Thats high fever so I hope you can rest&gt;&lt; I was sick too but only sinus because its cold w
926796842876178432,@Stonekettle I'll remember that the next time one of my kids ends up in the ER with an asthma attack.
926790606252253184,Enjoy this photo of Maisy sneezing  https://t.co/SaEx9nrXVF
926986369410445313,I feel like I just took steroids looking at ultimate warrior https://t.co/boPMOY3Szl
923897249603694593,i had a asthma attack yesterday this shit serious https://t.co/Z5KHPMZyI9
927261215088357376,"@JustVuyi I grabbed my sisters asthma pump cos I couldn't breathe this one time, the gag is I'm not even asthmatic  smh."
925482685388218368,@yerincuIt ok asthma
926121176866459650,@easyJet This caused serious problems with my asthma which he was very unhelpful about. Scripts for customer servic https://t.co/QUi2syHyEs
927628908207464453,RT @LearntheHeart: Most common ECG finding in pulmonary embolism is sinus tachycardia NOT the S1Q3T3 pattern #ECG #USMLE https://t.co/AYgyB
927667819927556098,"RT @KAY_FREEE: Its 2017... if youre still wearing buckle jeans you either:

A) do steroids 

Or

B) are 33 dating a 19 year old"
926494419330596864,"#SoCal has the worst smog and highest asthma rates. @SouthCoastAQMD - put people over polluters! We deserve clean, safe air!"
926866054554505216,Keep off the steroids Lou or youll end up like this  @WeightsPoleLife https://t.co/O3QRHUsTmz
926502310137622528,'Good bacteria' key to stopping asthma https://t.co/q4qr9Np3cU
927261826714406917,Kinda gross but I've been coughing up sputum (hate that word) for about 2 months now and I'm worried I might habe pneumonia again;;
926137270289227776,Nothing messes you up more than having an asthma attack in ur sleep 
925814233496989696,"do any of you fine folks have asthma by chance?

me looking for an inhaler"
927439023081058304,"A smart city on steroids  what will it be like to live in Saudi Arabias $500bn digital oasis, Neom? https://t.co/BI9bCUAMoS"
927236672068218881,RT @a98xd1: Na these look like Nike Huraches on steroids https://t.co/hJWElrVzSY
927465823572283392,"-Diaphragm 
-Knee &amp; Elbow joints 
-Frontal sinus - nasal cavity-sphenoid sinus
-Shoulder joints https://t.co/vqihxeaJOX"
926832824984002562,RT @LarryJuneTFM: I must stay healthy on a constantly sneezing hoe .  https://t.co/a4h53eWB1d https://t.co/S3RCBFtNyG
927235559784722437,@rickygervais Pfft! I had walking pneumonia that held on for a month. It's going around.
927251990656290816,"@DitaVonChaos Also, before I  turn my phone off:
My brother is still cancer free. All he had was a sinus issue!"
925409109301608448,welcoming November with my skin asthma
922866436820762625,"Keep your #asthma inhaler handy. 
Be Safe. https://t.co/rTk7Joyc8B"
927641355916140544,"RT CuteBabyAnimals ""RT GlowintheBark: This Pet Seat Cover will keep dirt, spills, and dander OFF  of your seats w https://t.co/PAHbgWocRu"""
925733417966276608,"From #CHEST2017 studies: Breo Ellipta non-inferior to asthma med, affordable for COPD w/ CV risks https://t.co/qWMtTBP8Hq"
925708086203109376,#BusinessNews AstraZeneca shrugs off asthma drug setback as blood cancer medicine wins US approval - https://t.co/UHwgElx7Dt
924995468337262594,"ATTENTION PARENTS:  Need tips on keeping your child with allergies and/or asthma safe this Halloween?
https://t.co/rUYdb09yHo"
927504651955724293,having a ghost writer and being successful in rap is like winning an olympic gold medal using steroids
927430172478803969,"As one who has chemical sensitivity &amp; asthma due to chronic smog, I can tell our air isnt clean enough. Dirty air https://t.co/TPFAFOq2I1"
925709671037628416,RT @telebusiness: AstraZeneca shrugs off asthma drug setback as blood cancer medicine wins US approval https://t.co/08V8u35bjH
926479089048936450,@HaramDeseret Can relate. Very rarely get colds but have asthma &amp; cfs. I try to see a cold as a positive thing - re https://t.co/yIFwSu3gZ3
926421799851749377,"@CensoredDev Dang.. You can't fight, remember what I told you? Always go for the kid that has asthma and is disabled."
926180230607376385,i have decided if u have asthma i dont like u xxxxxxxxx
926814608026824704,@NESN God I hope he gets destroyed faster than CM punk.... maybe let Lesner do it on steroids
924615489674010625,I remember everyone in secondary school being proud of nailing that asthma inducing Like You ft. Bow Wow chorus
923724041051164673,Damn the gas gave her asthma lol
922917172321517568,Can someone find my inhaler please? I think I'm having an asthma attack https://t.co/0svsyOXvU6
926402793748955136,'Good bacteria' key to stopping asthma - BBC News https://t.co/33HT8oqUJE
925371060572360704,RT @imari_10: I can fw the roller coaster but that drop an instant asthma attack lmao fuck no https://t.co/3g8j1epyVQ
926171300460077056,Obese children may have more asthma complications # https://t.co/Fg95QVybYl
927663956315049984,New @IVACtweets report: Fighting pneumonia &amp; #diarrhea essential to help improve #ChildHealth https://t.co/V1K3NdU0tM
927233504311521280,I think my biggest annoyance with getting sick is that for weeks afterwards my asthma flares up.
927422871529439232,"I've had asthma my entire life but this bronchitis is no joke, I real life can never breath lmaoooo"
926137887023882242,"RT @therealfatzz: "" I got the asthma pump u need it ""  https://t.co/8ycvI3QPXT"
927249442373275650,Poor girl gon get vaginal pneumonia smh. Her jacket cute tho! https://t.co/zdL4DoVDyh
926936964779073536,Unintentionally doing #DryNovember because even the smallest amount of alcohol is giving me killer sinus headaches lately.
926853391300661248,@JonnyBones @GeorgesStPierre He was also on steroids when he retire
927509907401859072,Tests for allergy and asthma https://t.co/andybz6LsL
924776354192732160,When you're in bed bc your asthma is so bad and you can't go do hood rat shit with your friends 
924370803801518080,RT @taetqe: dunno why im weezing https://t.co/SykiQtaSxt
926905121052569601,@KaraCalavera No wonder Clinton didn't let on she had pneumonia for days--afraid of her own party chair!  When'd sh https://t.co/DEw8PZzGpW
924753951253176320,RT @MxelSocial: Vitamin D in pregnancy may help prevent childhood asthma - A new study published today in theJournal of Allerg... https://
924801115652202497,RT @Jordawnnnn:  I want to hit that blunt but I have asthma
927020875882233857,@_sarah_smile Ive been doing my googles because I really need one esp with asthma 
922627356916928513,"https://t.co/kdM4wWYFjL 

This gave me asthma"
926232587944706048,@Baekedcookie Ive calm down bb  ive been having asthma attacks for days already so i think its time to go to the doctor later 
926054073710804992,"RT @lackinserotonin: waddup, i'm jessi, i'm seventeen and i never fucking learned how to breathe , , ,,, asthma"
927199388153282560,Teachings great already gotten a sinus infection and a cold in only two month.
922874683065819137,Shout out to the girlfriend who gave me her gross af flu which has now triggered my asthma https://t.co/szJjZf9QtH
926573978549760003,The November issue of the JACI is now available online. This month's theme is Global issues in allergy and asthma. https://t.co/vb5YSqWtwp
927281433470816256,I added a video to a @YouTube playlist https://t.co/Dg5jLStCyN hgh side effects face steroids side effects facial muscle growth
924664881760161793,#Asthma can be confusing for newly diagnosed. ASI have a free #adviceline where you speak w/specialist about asthma https://t.co/VRlk54Uiyc
923898847239086080,@BhatnagarBrij @BeingSalmanKhan exactly not only #HinaKhan was called this but lot more she was cursed for her asthma #PuneeshSharma #BB11
926631832736612352,My asthma disagrees. https://t.co/97nMjTeqnO
927104172536877057,I had an asthma attack on my friends birthday and she called an ambulance and stayed in the hospital with me all ni https://t.co/QlTUsEAsy0
926729742501531648,@sheepio I don't whether it's sinus related or this bloody kidney disease
926948548565901312,RT @lyric_intent: Blacklung is just goth asthma
922944551458877440,"Imagine:
Tom: where am I?
y/n: youre in the hospital, youve been in a coma for 7 years after having an asthma att https://t.co/MlJl8cjxbz"
927606288690884608,Ive been accused of steroids since high school tbh and its crazy bc Im super avg af https://t.co/jtmj29beAy
926183266973044738,thought i was gonna have an asthma attack during conditioning today. how is it gonna be 60 degrees for 2 weeks then 90 degrees today
926974015519858688,@blackvoxday @postredpill Richard Spencer should start doing steroids
926923671020679173,@daveweigel If she was a man soldiering thru pneumonia she would have been called a warrior.
923249798664392710,Namjoon is not in Rome. I just ran 18 blocks with asthma to find this out
927423515963277315,put that shit behind us and put this in your sinus
922991443534401537,"The other time I had an asthma attack during ""Week of Spiritual Emphasis"" at Solusi and the nurses said I had a demon"
927636819923136512,this girl started spraying shit n the class nd we have a kid w asthma and she said maybe she wont notice bITcH wHaT ThE fUcK
925296536136826880,RT @ChannelNewsAsia: Dogs may help babies and children develop protection against eczema and asthma https://t.co/hfihg6A73t https://t.co/8d
923772005073203200,smoking marijuana and asthma https://t.co/XPlxo44bRD
925582768284762112,RT @ThirtySecFights: When you whoppin they ass and forget you have asthma  https://t.co/TckNiW8mt0
926812520626688002,i cant stop sneezing
926627377463091205,"This asthma sufferer says NO
@SenatorCardin https://t.co/aqduSQ5TJ8"
927421447907061760,"@woawohooo An article said that laughing too much can trigger fainting, asthma attacks, headaches, incontinence, ja https://t.co/0rI7dh8zB5"
925538412035297280,"Did you know chewing mints can help with weight loss, asthma and stress? Check out these health benefits of Mint... https://t.co/lKQBOaAkJB"
924878820620013569,RT @Afterfame13: Im gonna have a asthma attack if the Stros dont win
927414838351065088,Please continue to pray for my Mom please! She was moved to ICU today due to developing pneumonia and fluid build... https://t.co/O4QGE7686s
927203630960164864,#health #news Pets and pests could stave off childhood asthma https://t.co/eVuhX2PNiq #healthjobpro https://t.co/HIP88eEz1C
924782667912146944,RT @EthanTWhitcombe: Guess which clever boy has left his asthma inhaler in Cardiff? Why do I do these things?
926998990595526657,Why does this Brazilian fighting Johnny Hendricks look like Alistair Overeem on steroids lmao 
925352537317957633,"Lavender oil offers more than just a soothing aroma! It can also help you heal cuts, ease your asthma and more! https://t.co/l3Bs7d6evO

"
924360516276977664,@Caddy1970 Charlie always gave me asthma
926668229380136966,"RT @reploeffler: Unbelievable - ""air quality in U.S. is too clean""!?! Wrong- connections to asthma &amp; other health issues is clear.  https:/"
926918484025577473,Subscribe to BReATHE - AAFA's e-newsletter filled with information on how to better control asthma and allergies - https://t.co/Yj3jLsvqoU
924497692524298240,I got da asthma
926025562820407296,@_crawford9_ I have asthma and have never got the flu jab. One of my friends got it the other day and had all the f https://t.co/Zh4sW0R8O2
925782746844286977,my asthma is really out here trying to kill Me ):
927098445285986304,Got asthma &amp; been invited by your GP to get a flu jab &amp; you havent? Do the #JabDab when you do-heres how https://t.co/tO0FZtOnqF
926973415587811328,I got the worse sinus headache ever
925185573463166976,Yall I just watched a vid where someone made a weezing jack-o-lantern and Im officially living Halloween season now
923791780415279106,RT @DrJamalul: Near-fatal asthma treated effectively by ECMO https://t.co/TbV9srRtv4
927288234970943490,@RATBOY its coming up winter youre gonna get pneumonia or something
925353224860712965,"I wish I had asthma 
I wish I can't walk
I wish I can't talk
And I wish I can't cry"
926460564221526017,I sense my asthma coming back
926873119406440449,Interesting cilia interaction the pathogenisis of #ADPKD . Accumulation of cAMP is common to PKD #KidneyWk https://t.co/lxkmJ7N4dD
